"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
22218,"Karmin","Brokenhearted","['dance pop', 'electropop', 'post-teen pop', 'viral pop']",227146,FALSE,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4
38550,"Neil Diamond","Brooklyn Roads","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",218680,FALSE,0.537,0.579,2,-9.002,1,0.0317,0.551,4.65e-05,0.179,0.524,120.868,4
46805,"NEEDTOBREATHE Featuring Gavin DeGraw","Brother","['acoustic pop', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']",208205,FALSE,0.526,0.803,11,-3.989,1,0.127,0.135,0,0.119,0.564,157.887,4
27000,"D'Angelo","Brown Sugar","['alternative r&b', 'funk', 'hip hop', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']",262893,TRUE,0.718,0.486,9,-8.342,1,0.168,0.53,0.0342,0.102,0.589,83.077,4
58535,"Colbie Caillat","Bubbly","['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",196280,FALSE,0.664,0.491,9,-6.544,1,0.042,0.594,0,0.11,0.24,127.97,4
27519,"Ronny And The Daytonas","Bucket ""T""","['bubblegum pop', 'surf music']",157173,FALSE,0.548,0.951,8,-7.583,1,0.0628,0.746,0,0.392,0.631,105.686,4
41809,"Bella Poarch","Build A Bitch","[]",122772,TRUE,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4
31771,"The Foundations","Build Me Up Buttercup","['brill building pop', 'bubblegum pop', 'motown']",177533,FALSE,0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,4
23232,"The Fireballs","Bulldog","[]",131386,FALSE,0.514,0.88,9,-11.311,1,0.0395,0.138,0.779,0.175,0.883,158.893,4
41144,"The Smashing Pumpkins","Bullet With Butterfly Wings","['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",258466,FALSE,0.404,0.72,10,-9.18,0,0.0626,5.59e-05,0.836,0.0466,0.475,121.649,4
29724,"The Searchers","Bumble Bee","['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",134186,FALSE,0.673,0.753,4,-8.124,0,0.0524,0.779,1.84e-06,0.113,0.955,129.932,4
41697,"The Gap Band","Burn Rubber (Why You Wanna Hurt Me)","['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",252306,FALSE,0.762,0.726,11,-10.705,0,0.0565,0.137,0.00126,0.236,0.864,116.209,4
31060,"Jack Scott","Burning Bridges","['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",161733,FALSE,0.465,0.276,2,-13.184,1,0.0242,0.809,0.000272,0.214,0.233,82.613,4
30993,"Mobb Deep Featuring Vita & Noyd","Burn","['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",255093,TRUE,0.746,0.736,11,-5.21,0,0.227,0.0101,5.56e-06,0.0333,0.808,95.58,4
53277,"Chuck Brown & The Soul Searchers","Bustin' Loose","['go-go']",462466,FALSE,0.865,0.896,3,-7.031,0,0.0623,0.27,0.0488,0.0676,0.944,111.457,4
49769,"Rick James","Bustin' Out","['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",232626,FALSE,0.726,0.698,9,-9.761,1,0.109,0.181,1.04e-06,0.227,0.882,102.955,4
27371,"Sonny & Cher","But You're Mine","['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",184533,FALSE,0.476,0.684,2,-8.251,1,0.0364,0.0654,9.83e-06,0.306,0.491,126.828,4
46096,"Next","Butta Love","['boy band', 'dance pop', 'hip hop', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",296400,TRUE,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,4
35475,"Michael Jackson","Butterflies","['pop', 'r&b', 'soul']",279160,FALSE,0.708,0.655,8,-2.69,1,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,4
38247,"Bobby Rydell","Butterfly Baby","['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",134866,FALSE,0.436,0.68,11,-6.517,0,0.0335,0.169,0,0.637,0.965,160.448,4
30043,"Mann","Buzzin'","['folk', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",196146,FALSE,0.723,0.949,7,-4.216,0,0.228,0.132,0,0.355,0.59,104.004,4
41085,"Mary Wells","Bye Bye Baby","['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",169133,FALSE,0.616,0.784,4,-4.238,0,0.046,0.497,0.00195,0.431,0.833,123.726,4
23532,"The 4 Seasons Featuring the ""Sound of Frankie Valli""","C'mon Marianne","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",155226,FALSE,0.466,0.879,0,-6.944,0,0.159,0.688,0.000184,0.221,0.324,98.888,4
30317,"The Mills Brothers","Cab Driver","['adult standards', 'big band', 'lounge', 'swing', 'vocal harmony group', 'vocal jazz']",176266,FALSE,0.77,0.379,1,-15.714,1,0.0579,0.741,5.6e-06,0.0936,0.903,127.862,4
57116,"Enur Featuring Natasja","Calabria 2008","['reggae fusion']",230656,FALSE,0.888,0.666,10,-5.547,0,0.163,0.0077,0.00156,0.0555,0.464,125.993,4
27652,"Lesley Gore","California Nights","['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'motown', 'rock-and-roll']",164000,FALSE,0.322,0.34,7,-10.755,1,0.0308,0.363,1.23e-06,0.356,0.269,122.843,4
25363,"Van Morrison","Call Me Up In Dreamland","['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",235040,FALSE,0.494,0.438,9,-15.007,1,0.0547,0.539,0,0.0851,0.668,135.092,4
55877,"Go West","Call Me","['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",252973,FALSE,0.559,0.865,8,-8.871,1,0.0365,0.398,7.09e-06,0.0388,0.925,162.736,4
32028,"Tweet","Call Me","['hip pop', 'neo soul', 'r&b', 'urban contemporary']",177373,FALSE,0.552,0.706,1,-8.117,0,0.363,0.484,6.49e-05,0.074,0.721,167.468,4
56472,"Chicago","Call On Me","['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",242653,FALSE,0.596,0.796,11,-8.339,0,0.0644,0.156,0.000542,0.0881,0.886,130.316,4
39026,"Giuffria","Call To The Heart","[]",279506,FALSE,0.516,0.68,7,-8.345,1,0.0364,0.137,1.51e-05,0.171,0.176,114.223,4
43691,"Tevin Campbell","Can We Talk","['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",284586,FALSE,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,4
28217,"Elton John","Can You Feel The Love Tonight (From ""The Lion King"")","['glam rock', 'mellow gold', 'piano rock']",241013,FALSE,0.309,0.179,10,-17.077,1,0.0337,0.88,0.000346,0.117,0.167,121.498,4
54073,"Maureen McGovern","Can You Read My Mind","['bubblegum pop']",200933,FALSE,0.284,0.311,10,-15.331,1,0.0354,0.666,0.000575,0.219,0.264,67.593,4
27736,"Fabolous Featuring Nate Dogg","Can't Deny It","['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap']",306440,TRUE,0.916,0.821,4,-4.118,0,0.15,0.0528,0,0.0635,0.592,90.04,4
48756,"Gloria Estefan","Can't Forget You","['dance pop', 'latin pop', 'new wave pop', 'soft rock']",254173,FALSE,0.565,0.426,2,-10.705,1,0.0343,0.339,0,0.365,0.28,142.179,4
43599,"Winger","Can't Get Enuff","['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",226344,FALSE,0.638,0.83,11,-8.616,0,0.0289,0.000847,0.00453,0.224,0.861,100.05,4
25002,"Lenny Kravitz","Can't Get You Off My Mind","['permanent wave', 'pop rock', 'rock']",274000,FALSE,0.567,0.52,7,-10.247,1,0.0283,0.0147,3.91e-06,0.25,0.393,124.708,4
46536,"Kylie Minogue","Can't Get You Out Of My Head","['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",230640,FALSE,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4
55894,"Lil Suzy","Can't Get You Out Of My Mind","['freestyle']",216066,FALSE,0.863,0.68,6,-6.018,0,0.0642,0.0457,0.000476,0.0853,0.875,130.092,4
21892,"Pentatonix","Can't Sleep Love","['a cappella']",173053,FALSE,0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,4
35253,"Barry Manilow","Can't Smile Without You","['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",193440,FALSE,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4
38070,"B.T. Express","Can't Stop Groovin' Now, Wanna Do It Some More","['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",352506,FALSE,0.732,0.889,6,-9.026,0,0.0968,0.0517,0.796,0.0584,0.668,116.796,4
42181,"Van Halen","Can't Stop Lovin' You","['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",247466,FALSE,0.609,0.912,9,-3.324,1,0.0338,0.0734,3.1e-06,0.159,0.564,118.035,4
40732,"Herman's Hermits","Can't You Hear My Heartbeat","['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",134840,FALSE,0.581,0.63,9,-7.836,1,0.0334,0.0925,0,0.0648,0.91,136.994,3
35413,"The Dave Clark Five","Can't You See That She's Mine","['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",141880,FALSE,0.52,0.812,7,-8.171,1,0.182,0.0961,1.22e-05,0.27,0.81,164.869,4
24753,"Lea Michele","Cannonball","['hollywood', 'pop', 'post-teen pop']",215426,FALSE,0.564,0.816,4,-3.134,1,0.0466,0.0236,2.33e-05,0.194,0.567,91.985,4
40516,"Paramore","Careful","['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",230440,FALSE,0.417,0.945,8,-3.703,1,0.0805,0.00019,8.63e-05,0.2,0.607,164.997,4
35941,"Joni Mitchell","Carey","['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'traditional folk']",182906,FALSE,0.626,0.542,1,-7.655,1,0.037,0.818,0,0.0949,0.769,75.368,4
51075,"Enya","Caribbean Blue","['celtic', 'middle earth']",239600,FALSE,0.386,0.319,4,-16.512,1,0.0332,0.776,0.965,0.106,0.661,157.614,3
50635,"Natalie Merchant","Carnival","['folk', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter']",361106,FALSE,0.601,0.48,6,-11.41,0,0.0732,0.2,0.0955,0.0297,0.802,188.214,4
22155,"Merle Haggard And The Strangers","Carolyn","['bakersfield sound']",155333,FALSE,0.569,0.368,0,-7.27,1,0.0275,0.579,0.0656,0.168,0.248,93.989,4
56726,"fun.","Carry On","['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",278373,FALSE,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5
39170,"Timbaland Featuring Justin Timberlake","Carry Out","['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",232466,FALSE,0.478,0.569,10,-6.764,0,0.148,0.117,0.0669,0.248,0.259,95.988,4
24540,"YoungBoy Never Broke Again","Carter Son","['baton rouge rap', 'trap']",163930,TRUE,0.619,0.695,10,-4.005,0,0.206,0.336,0,0.0859,0.361,82.155,4
30997,"DJ Suede The Remix God","Cash Me Outside (#CashMeOutside)","['viral trap']",129384,TRUE,0.981,0.417,11,-10.732,0,0.134,0.0471,0.359,0.103,0.262,122.044,4
28933,"Herb Alpert & The Tijuana Brass","Casino Royale","['adult standards', 'easy listening', 'lounge']",155986,FALSE,0.713,0.463,2,-12.671,1,0.0394,0.649,0.689,0.0963,0.884,136.601,4
43597,"Sounds Orchestral","Cast Your Fate To The Wind","[]",195000,FALSE,0.559,0.31,8,-13.499,1,0.0408,0.394,0.794,0.108,0.311,128.691,4
43240,"Alice Cooper","Caught In A Dream","['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",189906,FALSE,0.554,0.633,9,-13.091,1,0.0309,0.193,0.00035,0.205,0.907,136.925,4
42282,"Migos Featuring Gucci Mane","CC","['atl hip hop', 'pop rap', 'rap', 'trap']",259340,TRUE,0.85,0.723,9,-6.622,0,0.205,0.23,0,0.0876,0.817,134.011,4
40860,"Rick Springfield","Celebrate Youth","['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",232840,FALSE,0.61,0.895,0,-12.273,0,0.0411,0.00265,0.000394,0.404,0.75,109.663,4
30306,"DJ Khaled Featuring Travis Scott & Post Malone","Celebrate","['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",206498,FALSE,0.362,0.714,9,-3.07,0,0.0835,0.269,0,0.21,0.309,67.4,4
48787,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne","Celebration","['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",288640,TRUE,0.704,0.681,3,-7.758,1,0.208,0.0167,0,0.159,0.569,148.018,4
22294,"Sam Cooke","Chain Gang","['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",155173,FALSE,0.703,0.724,7,-10.818,1,0.0467,0.73,0,0.518,0.963,131.821,4
40816,"Lady A","Champagne Night","['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",185069,FALSE,0.523,0.927,4,-2.796,1,0.0489,0.0272,5.98e-06,0.168,0.939,149.929,4
57298,"Taylor Swift","Champagne Problems","['pop', 'post-teen pop']",244000,TRUE,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,4
52734,"Sia","Chandelier","['australian dance', 'australian pop', 'dance pop', 'pop']",216120,FALSE,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5
21273,"David Bowie","Changes","['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",217746,FALSE,0.547,0.308,0,-11.75,1,0.0377,0.505,0,0.109,0.41,114.719,4
25637,"The Dixie Cups","Chapel Of Love","['brill building pop', 'classic girl group']",170874,FALSE,0.593,0.354,9,-10.269,1,0.0288,0.733,0,0.527,0.793,124.63,4
37908,"Ryan Hurd With Maren Morris","Chasing After You",NA,207973,FALSE,0.596,0.679,4,-6.395,1,0.0394,0.723,0,0.116,0.479,131.912,4
33537,"Snow Patrol","Chasing Cars","['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",267933,FALSE,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,4
59117,"Freddy Cannon","Chattanooga Shoe Shine Boy","['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",136518,FALSE,0.523,0.769,2,-9.059,1,0.145,0.738,0,0.288,0.928,178.156,4
45354,"Wyclef Jean Featuring Queen Pen & The Product","Cheated (To All The Girls)","['rap kreyol']",276573,FALSE,0.492,0.557,8,-12.242,0,0.0695,0.039,0,0.129,0.776,97.972,4
54159,"The Impressions","Check Out Your Mind","['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",210760,FALSE,0.495,0.899,5,-7.238,1,0.0817,0.355,5.73e-05,0.268,0.841,206.906,4
51501,"Playa","Cheers 2 U","['dance pop', 'grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']",311426,TRUE,0.736,0.332,0,-11.443,1,0.0556,0.179,2.53e-06,0.106,0.529,127.075,4
54991,"Harry Styles","Cherry","['dance pop', 'pop', 'post-teen pop']",259186,FALSE,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,4
28622,"John Rowles","Cheryl Moana Marie","['classic nz pop']",192933,FALSE,0.603,0.62,7,-8.491,1,0.0258,0.0204,0.000146,0.126,0.712,111.996,4
28542,"Webstar & Young B Featuring The Voice Of Harlem","Chicken Noodle Soup.","[]",223120,FALSE,0.626,0.686,7,-6.41,1,0.361,0.0923,0,0.545,0.659,95.383,4
34077,"j-hope Featuring Becky G.","Chicken Noodle Soup","['k-hop', 'k-pop']",235497,FALSE,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09e-05,0.294,0.168,97.053,4
55521,"KISS","Christine Sixteen","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",194466,FALSE,0.66,0.899,8,-7.094,1,0.0527,0.118,1.82e-05,0.119,0.903,125.729,4
30525,"Bobby Darin","Christmas Auld Lang Syne","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",163293,FALSE,0.274,0.313,5,-11.828,1,0.0307,0.898,0,0.146,0.335,75.919,4
28759,"Marty Robbins","Cigarettes And Coffee Blues","['cowboy western', 'nashville sound']",161200,FALSE,0.731,0.356,5,-9.261,1,0.031,0.944,2.77e-05,0.109,0.613,123.924,4
25573,"Faces","Cindy Incidentally","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",158893,FALSE,0.728,0.806,10,-7.64,1,0.0502,0.643,0.00564,0.0745,0.944,107.636,4
49094,"Johnny Crawford","Cindy's Birthday","['deep adult standards']",128453,FALSE,0.61,0.316,7,-12.6,1,0.0335,0.755,0.000218,0.121,0.708,110,4
36858,"Derek","Cinnamon","['christian hip hop', 'christian trap']",161946,FALSE,0.604,0.742,9,-9.503,1,0.0459,0.0611,6.13e-06,0.259,0.923,163.861,4
29871,"Elton John","Circle Of Life (From ""The Lion King"")","['glam rock', 'mellow gold', 'piano rock']",291600,FALSE,0.304,0.396,10,-15.248,1,0.0333,0.28,0.139,0.109,0.142,160.609,4
25407,"Lonestar","Class Reunion (That Used To Be Us)","['contemporary country', 'country', 'country road']",272184,FALSE,0.589,0.872,7,-2.626,1,0.029,0.0151,2.99e-06,0.0577,0.524,116.986,4
50880,"Jidenna Featuring Roman GianArthur","Classic Man","['alternative r&b', 'ghanaian hip hop']",226000,TRUE,0.79,0.585,8,-6.058,1,0.0348,0.185,0,0.292,0.585,94.072,4
47913,"MKTO","Classic","['australian pop', 'dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'social media pop']",175426,FALSE,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4
24767,"Betty Wright","Clean Up Woman","['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",169533,FALSE,0.865,0.652,5,-9.046,1,0.143,0.566,0.000919,0.0833,0.829,90.081,4
22318,"Eminem","Cleanin' Out My Closet","['detroit hip hop', 'g funk', 'hip hop', 'rap']",297840,TRUE,0.911,0.743,9,-5.005,0,0.219,0.0835,0,0.106,0.878,148.012,4
42474,"Bus Boys","Cleanin' Up The Town","[]",177866,FALSE,0.574,0.696,0,-14.097,1,0.0352,0.0369,1.13e-05,0.173,0.882,95.244,4
46303,"Moneybagg Yo","Clear Da Air","['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",192256,TRUE,0.818,0.583,1,-7.525,1,0.285,0.0551,0,0.213,0.17,129.811,4
27497,"Bobby Darin","Clementine","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",193079,FALSE,0.558,0.647,8,-3.81,1,0.135,0.424,0,0.0909,0.696,154.594,4
21815,"Bobby Vinton","Clinging Vine","['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",149173,FALSE,0.46,0.196,0,-18.122,1,0.034,0.513,0,0.101,0.728,114.034,4
35802,"Gorillaz","Clint Eastwood","['alternative hip hop', 'art pop']",340920,TRUE,0.663,0.694,10,-8.627,0,0.172,0.0249,0,0.0698,0.524,167.964,4
34722,"Timbaland & Magoo","Clock Strikes","['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",291120,TRUE,0.787,0.714,6,-8.63,0,0.131,0.0641,0.436,0.273,0.81,165.465,4
34771,"Alice Cooper","Clones (We're All)","['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",171133,FALSE,0.685,0.728,7,-8.987,1,0.0371,0.0553,2.25e-06,0.0801,0.899,121.882,4
33543,"Parmalee","Close Your Eyes","['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'modern uplift']",214933,FALSE,0.551,0.863,11,-3.506,1,0.0322,0.0158,0,0.0843,0.817,143.952,4
53788,"Surface","Closer Than Friends","['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",285253,FALSE,0.769,0.326,5,-9.551,1,0.0409,0.13,1.63e-06,0.139,0.742,96.976,4
25671,"Thirty Seconds To Mars","Closer To The Edge","['modern rock', 'post-grunge']",273466,FALSE,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,4
53190,"Tegan And Sara","Closer","['canadian indie', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave']",209280,FALSE,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,4
23305,"Elton John","Club At The End Of The Street","['glam rock', 'mellow gold', 'piano rock']",292173,FALSE,0.65,0.755,2,-9.645,1,0.0281,8.12e-05,0.0145,0.326,0.782,124.844,4
33247,"The Sweet","Co-Co","['indie folk']",196363,TRUE,0.92,0.632,10,-5.18,0,0.0663,0.0198,0.0122,0.0657,0.346,109.974,4
36640,"Travis Scott","Coffee Bean","['rap']",209115,TRUE,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,4
28465,"Rick James","Cold Blooded","['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",359280,FALSE,0.942,0.488,10,-7.662,0,0.154,0.0184,0.0119,0.0514,0.669,117.64,4
34799,"Dixie Chicks","Cold Day In July","['contemporary country', 'country', 'country dawn']",312693,FALSE,0.574,0.368,7,-10.644,1,0.0271,0.0163,2.12e-05,0.0746,0.296,129.457,4
36501,"Jet","Cold Hard Bitch","['alternative rock', 'garage rock', 'modern rock', 'post-grunge', 'rock']",243200,FALSE,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,4
57251,"James Brown And The Famous Flames","Cold Sweat - Part 1","['motown', 'soul']",144960,FALSE,0.886,0.276,7,-11.435,1,0.0499,0.286,0,0.0974,0.845,112.511,4
20387,"Vanessa Williams","Colors Of The Wind (From ""Pocahontas"")","['quiet storm', 'urban contemporary']",257866,FALSE,0.552,0.253,7,-18.128,0,0.0568,0.385,2.17e-05,0.105,0.115,83.986,4
37454,"Nirvana","Come As You Are","['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",218920,FALSE,0.505,0.825,4,-5.721,0,0.0401,0.000182,0.000948,0.0855,0.541,119.987,4
48573,"Paul Young","Come Back And Stay","['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",264853,FALSE,0.624,0.803,6,-7.985,0,0.0729,0.116,1.15e-05,0.293,0.8,130.834,4
51662,"Mac Miller","Come Back To Earth","['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",161840,FALSE,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,4
26473,"David Cook","Come Back To Me","['idol', 'neo mellow', 'pop rock', 'talent show']",248000,FALSE,0.476,0.895,4,-4.857,1,0.0299,0.0101,1.02e-06,0.127,0.632,108.087,4
21864,"Vanessa Hudgens","Come Back To Me","['dance pop', 'hollywood', 'post-teen pop', 'viral pop']",166866,FALSE,0.634,0.856,5,-4.064,1,0.132,0.000812,1.03e-05,0.207,0.723,88.05,4
34590,"Jimmy Clanton","Come Back","['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",172199,FALSE,0.423,0.309,0,-9.53,1,0.0263,0.623,7.98e-06,0.0497,0.288,103.079,3
44534,"Hilary Duff","Come Clean","['dance pop', 'pop', 'post-teen pop']",214560,FALSE,0.575,0.913,8,-5.029,0,0.0745,0.0194,3.5e-05,0.27,0.503,118.097,4
31952,"Jeru The Damaja","Come Clean","['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']",297040,TRUE,0.812,0.778,10,-13.957,0,0.292,0.6,4.39e-05,0.11,0.599,87.713,4
49999,"The Beach Boys","Come Go With Me","['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",127866,FALSE,0.703,0.705,4,-4.377,0,0.0584,0.102,0,0.326,0.881,122.136,4
29120,"Dead Or Alive","Come Home With Me Baby","['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",230773,FALSE,0.716,0.956,10,-4.974,0,0.104,0.0316,5.96e-06,0.881,0.765,120.643,4
43176,"Roy Clark","Come Live With Me","['classic country pop', 'oklahoma country']",175506,FALSE,0.488,0.225,2,-15.124,1,0.0281,0.539,0.000411,0.112,0.326,72.037,4
50791,"Kenny Chesney","Come Over","['contemporary country', 'country', 'country road']",248426,FALSE,0.466,0.704,1,-7.169,1,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4
48647,"Van Morrison","Come Running","['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",151333,FALSE,0.656,0.594,9,-10.991,1,0.0376,0.253,0.000905,0.119,0.778,98.356,4
49273,"The Supremes","Come See About Me","['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",163093,FALSE,0.73,0.504,7,-11.686,1,0.0481,0.727,0,0.143,0.883,126.282,4
